targetName	canonicalName	previousNames	nation	tier	type	attribute	oldValue	newValue	version	notes	trend	shipStatus	tags	sourceSheet
Aurelio Diocleziano	Aurelio Diocleziano		意大利	6	巡洋舰	Шанс затопления торпед	406%	263%	25.9	官方公告：https://blog.korabli.su/blog/638	nerf	test		Korabli #638
Valerio Constantino	Valerio Constantino		意大利	7	巡洋舰	Макcимальный урон торпед	17490	14520	25.9	官方公告：https://blog.korabli.su/blog/638	nerf	test		Korabli #638
Valerio Constantino	Valerio Constantino		意大利	7	巡洋舰	Шанс затопления торпед	406%	263%	25.9	官方公告：https://blog.korabli.su/blog/638	nerf	test		Korabli #638
Marco Aurelio	Marco Aurelio		意大利	8	巡洋舰	Макcимальный урон торпед	17490	14520	25.9	官方公告：https://blog.korabli.su/blog/638	nerf	test		Korabli #638
Marco Aurelio	Marco Aurelio		意大利	8	巡洋舰	Шанс затопления торпеды	406%	263%	25.9	官方公告：https://blog.korabli.su/blog/638	nerf	test		Korabli #638
Ulpio Traiano	Ulpio Traiano		意大利	10	巡洋舰	Уменьшена ширина цитадели до границ внутренней противоторпедной переборки	—	—	25.9	官方公告：https://blog.korabli.su/blog/638	adjustment	test		Korabli #638
Ulpio Traiano	Ulpio Traiano		意大利	10	巡洋舰	Увеличена толщина бронирования булей с 15 до 16мм	—	—	25.9	官方公告：https://blog.korabli.su/blog/638	adjustment	test		Korabli #638
I-2	I-2		日本	10	潜艇	Дальность хода акустических торпед	9	11 км	25.9	官方公告：https://blog.korabli.su/blog/638	buff	test		Korabli #638
I-2	I-2		日本	10	潜艇	Максимальный урон акустических торпед	11055	13398	25.9	官方公告：https://blog.korabli.su/blog/638	buff	test		Korabli #638
I-2	I-2		日本	10	潜艇	Время перезарядки ТА	45	40 с	25.9	官方公告：https://blog.korabli.su/blog/638	buff	test		Korabli #638
Danzig	Danzig		德国	9	巡洋舰	Сектор стрельбы кормовой башни ГК уменьшен на 5 градусов с левого борта	—	—	25.9	官方公告：https://blog.korabli.su/blog/638	adjustment	test		Korabli #638
Pasopati	Pasopati		泛亚	8	潜艇	Количество заряжающих в носовой группе ТА	3	2	25.9	官方公告：https://blog.korabli.su/blog/637	nerf	released		Korabli #637
Pasopati	Pasopati		泛亚	8	潜艇	Время перезарядки ТА	40	32 с	25.9	官方公告：https://blog.korabli.su/blog/637	buff	released		Korabli #637
U-69	U-69		德国	6	潜艇	Дальность действия шумопеленгатора	6	8 км	25.9	官方公告：https://blog.korabli.su/blog/637	buff	released		Korabli #637
U-2501	U-2501		德国	10	潜艇	Дальность действия шумопеленгатора	6	8 км	25.9	官方公告：https://blog.korabli.su/blog/637	buff	released		Korabli #637
U-2501	U-2501		德国	10	潜艇	Время перезарядки базового модуля ТА	55	45 с	25.9	官方公告：https://blog.korabli.su/blog/637	buff	released		Korabli #637
U-2501	U-2501		德国	10	潜艇	Время перезарядки исследуемого модуля ТА	50	40 с	25.9	官方公告：https://blog.korabli.su/blog/637	buff	released		Korabli #637
Б-4	Б-4		苏联	11	潜艇	Удалено снаряжение «Ремонтная команда»	—	—	25.9	官方公告：https://blog.korabli.su/blog/637	adjustment	released		Korabli #637
Б-4	Б-4		苏联	11	潜艇	Радиус поражения глубинных бомб, сбрасываемых с кораблей, увеличен на две трети	—	—	25.9	官方公告：https://blog.korabli.su/blog/637	adjustment	released		Korabli #637
Gato	Gato		美国	10	潜艇	Дальность хода акустических торпед	6	8 км	25.8	官方公告：https://blog.korabli.su/blog/626	buff	released		Korabli #626
Gato	Gato		美国	10	潜艇	Максимальный урон акустических торпед	8283	17820	25.8	官方公告：https://blog.korabli.su/blog/626	buff	released		Korabli #626
Undine	Undine		英国	6	潜艇	Время поворота орудий ГК на 180 градусов	18	9 с	25.8	官方公告：https://blog.korabli.su/blog/626	buff	released		Korabli #626
Alliance	Alliance		英国	8	潜艇	Заметность термических торпед	1,7	1,2 км	25.8	官方公告：https://blog.korabli.su/blog/626	buff	released		Korabli #626
Diane	Diane		法国	6	潜艇	Заметность термических торпед	1,6	0,9 км	25.8	官方公告：https://blog.korabli.su/blog/626	buff	released		Korabli #626
L'Africaine	L'Africaine		法国	8	潜艇	Заметность термических торпед	1,6	1 км	25.8	官方公告：https://blog.korabli.su/blog/626	buff	released		Korabli #626
Saphir	Saphir		法国	6	潜艇	Максимальный урон акустических торпед	7920	13596	25.8	官方公告：https://blog.korabli.su/blog/626	buff	released		Korabli #626
U-69	U-69		德国	6	潜艇	Время перезарядки базового модуля ТА	58	45 с	25.8	官方公告：https://blog.korabli.su/blog/626	buff	released		Korabli #626
U-69	U-69		德国	6	潜艇	Время перезарядки исследуемого модуля ТА	50	40 с	25.8	官方公告：https://blog.korabli.su/blog/626	buff	released		Korabli #626
U-190	U-190		德国	8	潜艇	Заметность термических торпед	0,8	1 км	25.8	官方公告：https://blog.korabli.su/blog/626	nerf	released		Korabli #626
U-190	U-190		德国	8	潜艇	Максимальный урон акустических торпед базового модуля	8910	9900	25.8	官方公告：https://blog.korabli.su/blog/626	buff	released		Korabli #626
U-190	U-190		德国	8	潜艇	Максимальный урон акустических торпед исследуемого модуля	9900	13860	25.8	官方公告：https://blog.korabli.su/blog/626	buff	released		Korabli #626
U-190	U-190		德国	8	潜艇	Дальность хода акустических торпед	9	10 км	25.8	官方公告：https://blog.korabli.su/blog/626	buff	released		Korabli #626
U-190	U-190		德国	8	潜艇	Время перезарядки базового модуля ТА	58	45 с	25.8	官方公告：https://blog.korabli.su/blog/626	buff	released		Korabli #626
U-190	U-190		德国	8	潜艇	Время перезарядки исследуемого модуля ТА	50	40 с	25.8	官方公告：https://blog.korabli.su/blog/626	buff	released		Korabli #626
U-2501	U-2501		德国	10	潜艇	Заметность термических торпед базового модуля	0,8	1 км	25.8	官方公告：https://blog.korabli.su/blog/626	nerf	released		Korabli #626
U-2501	U-2501		德国	10	潜艇	Заметность термических торпед исследуемого модуля	0,7	1 км	25.8	官方公告：https://blog.korabli.su/blog/626	nerf	released		Korabli #626
U-2501	U-2501		德国	10	潜艇	Максимальный урон акустических торпед базового модуля	9900	13860	25.8	官方公告：https://blog.korabli.su/blog/626	buff	released		Korabli #626
U-2501	U-2501		德国	10	潜艇	Максимальный урон акустических торпед исследуемого модуля	13860	15840	25.8	官方公告：https://blog.korabli.su/blog/626	buff	released		Korabli #626
U-2501	U-2501		德国	10	潜艇	Время перезарядки базового модуля ТА	69	55 с	25.8	官方公告：https://blog.korabli.su/blog/626	buff	released		Korabli #626
U-2501	U-2501		德国	10	潜艇	Время перезарядки исследуемого модуля ТА	60	50 с	25.8	官方公告：https://blog.korabli.su/blog/626	buff	released		Korabli #626
U-796	U-796		德国	11	潜艇	Заметность термических торпед	0,9	1,2 км	25.8	官方公告：https://blog.korabli.su/blog/626	nerf	released		Korabli #626
U-4501	U-4501		德国	10	潜艇	Запас автономности	170	250 ед	25.8	官方公告：https://blog.korabli.su/blog/626	adjustment	released		Korabli #626
U-4501	U-4501		德国	10	潜艇	Добавлено снаряжение «Форсаж», аналогичное по характеристикам «Форсажу» U-2501	—	—	25.8	官方公告：https://blog.korabli.su/blog/626	adjustment	released		Korabli #626
С-1	С-1		苏联	6	潜艇	Примерно в два раза увеличена дистанция взведения торпед	—	—	25.8	官方公告：https://blog.korabli.su/blog/626	adjustment	released		Korabli #626
С-1	С-1		苏联	6	潜艇	Заметность с кораблей	6	5,5 км	25.8	官方公告：https://blog.korabli.su/blog/626	buff	released		Korabli #626
С-1	С-1		苏联	6	潜艇	Скорость хода термических торпед	72	85 узлов	25.8	官方公告：https://blog.korabli.su/blog/626	buff	released		Korabli #626
С-1	С-1		苏联	6	潜艇	Заметность термических торпед	1,5	0,9 км	25.8	官方公告：https://blog.korabli.su/blog/626	buff	released		Korabli #626
Л-20	Л-20		苏联	8	潜艇	Примерно в два раза увеличена дистанция взведения торпед	—	—	25.8	官方公告：https://blog.korabli.su/blog/626	adjustment	released		Korabli #626
Л-20	Л-20		苏联	8	潜艇	Заметность с кораблей	6	5,5 км	25.8	官方公告：https://blog.korabli.su/blog/626	buff	released		Korabli #626
Л-20	Л-20		苏联	8	潜艇	Скорость хода термических торпед	72	85 узлов	25.8	官方公告：https://blog.korabli.su/blog/626	buff	released		Korabli #626
Л-20	Л-20		苏联	8	潜艇	Заметность термических торпед	1,5	0,9 км	25.8	官方公告：https://blog.korabli.su/blog/626	buff	released		Korabli #626
К-1	К-1		苏联	10	潜艇	Примерно в два раза увеличена дистанция взведения торпед	—	—	25.8	官方公告：https://blog.korabli.su/blog/626	adjustment	released		Korabli #626
К-1	К-1		苏联	10	潜艇	Заметность с кораблей	6,1	5,6 км	25.8	官方公告：https://blog.korabli.su/blog/626	buff	released		Korabli #626
К-1	К-1		苏联	10	潜艇	Скорость хода термических торпед	72	85 узлов	25.8	官方公告：https://blog.korabli.su/blog/626	buff	released		Korabli #626
К-1	К-1		苏联	10	潜艇	Заметность термических торпед	1,5	0,9 км	25.8	官方公告：https://blog.korabli.su/blog/626	buff	released		Korabli #626
Б-4	Б-4		苏联	11	潜艇	Время перезарядки снаряжения «Аварийная команда»	20	40 с	25.8	官方公告：https://blog.korabli.su/blog/626	nerf	released		Korabli #626
С-189	С-189		苏联	8	潜艇	Максимальный урон акустических торпед	6567	13680	25.8	官方公告：https://blog.korabli.su/blog/626	buff	released		Korabli #626
С-189	С-189		苏联	8	潜艇	Заметность термических торпед	2	1 км	25.8	官方公告：https://blog.korabli.su/blog/626	buff	released		Korabli #626
Salmon	Salmon		美国	8	潜艇	Заметность термических торпед	0,9	1 км	25.8	官方公告：https://blog.korabli.su/blog/626	nerf	released		Korabli #626
I-56	I-56		日本	8	潜艇	Максимальный урон акустических торпед	8415	15774	25.8	官方公告：https://blog.korabli.su/blog/626	buff	released		Korabli #626
I-56	I-56		日本	8	潜艇	Заметность термических торпед	1,9	1 км	25.8	官方公告：https://blog.korabli.su/blog/626	buff	released		Korabli #626
Pasopati	Pasopati		泛亚	8	潜艇	Максимальный урон акустических торпед	12441	15378	25.8	官方公告：https://blog.korabli.su/blog/626	buff	released		Korabli #626
Giacomo Nani	Giacomo Nani		意大利	8	潜艇	Максимальный урон акустических торпед	8910	12771	25.8	官方公告：https://blog.korabli.su/blog/626	buff	released		Korabli #626
Robespierre	Robespierre		法国	11	驱逐舰	Дальность стрельбы ГК	14	14,5 км	25.7	官方公告：https://blog.korabli.su/blog/625	buff	test		Korabli #625
Lazio	Lazio		意大利	10		Количество зарядов снаряжения «Дымогенератор полного хода»	1	2	25.7	官方公告：https://blog.korabli.su/blog/625	buff	test		Korabli #625
Lazio	Lazio		意大利	10		Время перезарядки орудий ГК	5	4,5 с	25.7	官方公告：https://blog.korabli.su/blog/625	buff	test		Korabli #625
Lazio	Lazio		意大利	10		Дальность стрельбы ГК	10	10,8 км	25.7	官方公告：https://blog.korabli.su/blog/625	buff	test		Korabli #625
Lazio	Lazio		意大利	10		Замедлено увеличение прицела торпедоносцев при маневрировании во время атаки примерно на четверть	—	—	25.7	官方公告：https://blog.korabli.su/blog/625	adjustment	test		Korabli #625
Impero	Impero		意大利	9	战列舰	Параметр сигма	2	1,7	25.7	官方公告：https://blog.korabli.su/blog/625	adjustment	test		Korabli #625
Venezia Test	Venezia Test		欧洲	10	巡洋舰	Время действия снаряжения «Поисковая РЛС»	30	10 с	25.7	官方公告：https://blog.korabli.su/blog/625	nerf	test		Korabli #625
Halland Test	Halland Test		法国	10	驱逐舰	Время перезарядки орудий ГК	2,3	2 с	25.7	官方公告：https://blog.korabli.su/blog/625	buff	test		Korabli #625
Halland Test	Halland Test		法国	10	驱逐舰	Дальность стрельбы ГК	11,3	12 км	25.7	官方公告：https://blog.korabli.su/blog/625	buff	test		Korabli #625
Danzig	Danzig		德国	9	巡洋舰	Минимальный интервал между залпами	6	3 с	25.7	官方公告：https://blog.korabli.su/blog/625	adjustment	test		Korabli #625
Impero	Impero		意大利	9	战列舰	ОФ-снаряды заменены на ББ, аналогичные по характеристикам ББ-снарядам Roma	—	—	25.7	官方公告：https://blog.korabli.su/blog/619	adjustment	test		Korabli #619
Chikugo	Chikugo		日本	10	巡洋舰	Уменьшена потеря скорости, когда корабль поворачивает	—	—	25.7	官方公告：https://blog.korabli.su/blog/619	adjustment	test		Korabli #619
L'Africaine	L'Africaine		法国	8	潜艇	Количество заряжающих в носовой группе ТА	3	4	25.7	官方公告：https://blog.korabli.su/blog/619	buff	test		Korabli #619
Casabianca	Casabianca		法国	10	潜艇	Запас автономности уменьшен со 140 до 135 ед	—	—	25.7	官方公告：https://blog.korabli.su/blog/619	adjustment	test		Korabli #619
I-54	I-54		日本	8	潜艇	Время перезарядки сонара	6,5	8 с	25.7	官方公告：https://blog.korabli.su/blog/619	nerf	test		Korabli #619
I-54	I-54		日本	8	潜艇	Время перезарядки ТА	47	27 с	25.7	官方公告：https://blog.korabli.su/blog/619	buff	test		Korabli #619
I-54	I-54		日本	8	潜艇	Максимальный урон акустических торпед	7200	6105	25.7	官方公告：https://blog.korabli.su/blog/619	nerf	test		Korabli #619
I-54	I-54		日本	8	潜艇	Дальность стрельбы ГК	6	10 км	25.7	官方公告：https://blog.korabli.su/blog/619	buff	test		Korabli #619
I-54	I-54		日本	8	潜艇	Время перезарядки ГК	2,1	2 с	25.7	官方公告：https://blog.korabli.su/blog/619	buff	test		Korabli #619
I-54	I-54		日本	8	潜艇	Запас автономности уменьшен со 180 до 160 ед	—	—	25.7	官方公告：https://blog.korabli.su/blog/619	adjustment	test		Korabli #619
I-2	I-2		日本	10	潜艇	Время перезарядки сонара	7	5 с	25.7	官方公告：https://blog.korabli.su/blog/619	buff	test		Korabli #619
I-2	I-2		日本	10	潜艇	Количество заряжающих в носовой группе ТА	3	6	25.7	官方公告：https://blog.korabli.su/blog/619	buff	test		Korabli #619
I-2	I-2		日本	10	潜艇	Максимальный урон акустических торпед	4422	7095	25.7	官方公告：https://blog.korabli.su/blog/619	buff	test		Korabli #619
I-2	I-2		日本	10	潜艇	Вероятность вызвать затопление акустической торпедой	55	43%	25.7	官方公告：https://blog.korabli.su/blog/619	adjustment	test		Korabli #619
I-2	I-2		日本	10	潜艇	Максимальный урон обычных торпед	9000	4455	25.7	官方公告：https://blog.korabli.su/blog/619	nerf	test		Korabli #619
I-2	I-2		日本	10	潜艇	Вероятность вызвать затопление обычной торпедой	75	26%	25.7	官方公告：https://blog.korabli.su/blog/619	adjustment	test		Korabli #619
I-2	I-2		日本	10	潜艇	Запас автономности	200	170 ед	25.7	官方公告：https://blog.korabli.su/blog/619	adjustment	test		Korabli #619
С-1	С-1		苏联	6	潜艇	Дальность стрельбы ГК	6	8 км	25.7	官方公告：https://blog.korabli.su/blog/618	buff	test		Korabli #618
С-1	С-1		苏联	6	潜艇	Скорость поворота орудий ГК	10	20 градусов в секунду	25.7	官方公告：https://blog.korabli.su/blog/618	buff	test		Korabli #618
Л-20	Л-20		苏联	8	潜艇	Дальность стрельбы ГК	6	9 км	25.7	官方公告：https://blog.korabli.su/blog/618	buff	test		Korabli #618
Л-20	Л-20		苏联	8	潜艇	Скорость поворота орудий ГК	10	20 градусов в секунду	25.7	官方公告：https://blog.korabli.su/blog/618	buff	test		Korabli #618
К-1	К-1		苏联	10	潜艇	Дальность стрельбы ГК	6	10 км	25.7	官方公告：https://blog.korabli.su/blog/618	buff	test		Korabli #618
К-1	К-1		苏联	10	潜艇	Скорость поворота орудий ГК	10	20 градусов в секунду	25.7	官方公告：https://blog.korabli.su/blog/618	buff	test		Korabli #618
U-2501	U-2501		德国	10	潜艇	Время перезарядки базового модуля сонара	7,5	6,5 с	25.7	官方公告：https://blog.korabli.su/blog/618	buff	test		Korabli #618
U-2501	U-2501		德国	10	潜艇	Время перезарядки исследуемого модуля сонара	6	5 с	25.7	官方公告：https://blog.korabli.su/blog/618	buff	test		Korabli #618
U-4501	U-4501		德国	10	潜艇	Время перезарядки сонара	4	5,5 с	25.7	官方公告：https://blog.korabli.su/blog/618	nerf	test		Korabli #618
U-4501	U-4501		德国	10	潜艇	Исправлена ошибка, из-за которой скорость хода на рабочей глубине была равна скорости на поверхности вместо того, чтобы быть в два раза выше	—	—	25.7	官方公告：https://blog.korabli.su/blog/618	adjustment	test		Korabli #618
С-189	С-189		苏联	8	潜艇	Время перезарядки сонара	8	5,5 с	25.7	官方公告：https://blog.korabli.su/blog/618	buff	test		Korabli #618
С-189	С-189		苏联	8	潜艇	Время перезарядки торпед	48	35 с	25.7	官方公告：https://blog.korabli.su/blog/618	buff	test		Korabli #618
Alliance	Alliance		英国	8	潜艇	Время перезарядки сонара	4	5,5 с	25.7	官方公告：https://blog.korabli.su/blog/618	nerf	test		Korabli #618
Pasopati	Pasopati		泛亚	8	潜艇	Время перезарядки сонара	6	8 с	25.7	官方公告：https://blog.korabli.su/blog/618	nerf	test		Korabli #618
Archerfish	Archerfish		美国	10	潜艇	Время перезарядки торпед	50	43 с	25.7	官方公告：https://blog.korabli.su/blog/618	buff	test		Korabli #618
Archerfish	Archerfish		美国	10	潜艇	Бонус к боеспособности самолётов авиаудара	+25%	+50%	25.7	官方公告：https://blog.korabli.su/blog/618	buff	test		Korabli #618
Archerfish	Archerfish		美国	10	潜艇	Добавлен бонус -20% ко времени перезарядки глубинных бомб, сбрасываемых с корабля	—	—	25.7	官方公告：https://blog.korabli.su/blog/618	adjustment	test		Korabli #618
Casabianca	Casabianca		法国	10	潜艇	Скорость хода торпед	95	90 узлов	25.7	官方公告：https://blog.korabli.su/blog/618	nerf	test		Korabli #618
Casabianca	Casabianca		法国	10	潜艇	Заметность торпед	2	1,6 км	25.7	官方公告：https://blog.korabli.su/blog/618	buff	test		Korabli #618
Casabianca	Casabianca		法国	10	潜艇	Максимальный урон торпед	6252	3977	25.7	官方公告：https://blog.korabli.su/blog/618	nerf	test		Korabli #618
Casabianca	Casabianca		法国	10	潜艇	Вероятность поджога	55%	45%	25.7	官方公告：https://blog.korabli.su/blog/618	adjustment	test		Korabli #618
Красное Знамя	Красное Знамя		苏联	10	战列舰	Точность ПМК уменьшена до уровня точности ПМК Preussen	—	—	25.7	官方公告：https://blog.korabli.su/blog/618	adjustment	test		Korabli #618
Robespierre	Robespierre		法国	11	驱逐舰	Дальность хода торпед	8	9 км	25.7	官方公告：https://blog.korabli.su/blog/618	buff	test		Korabli #618
Impero	Impero		意大利	9	战列舰	Максимальный урон ПББ-снаряда	12500	8450	25.7	官方公告：https://blog.korabli.su/blog/618	nerf	test		Korabli #618
Impero	Impero		意大利	9	战列舰	Параметр сигма	1,8	2	25.7	官方公告：https://blog.korabli.su/blog/618	adjustment	test		Korabli #618
Impero	Impero		意大利	9	战列舰	Время перезарядки ГК	27	24 с	25.7	官方公告：https://blog.korabli.su/blog/618	buff	test		Korabli #618
Chikugo	Chikugo		日本	10	巡洋舰	Количество восстанавливаемого урона, полученного в цитадель, увеличено до 50%	—	—	25.7	官方公告：https://blog.korabli.su/blog/618	adjustment	test		Korabli #618
Chikugo	Chikugo		日本	10	巡洋舰	Количество восстанавливаемого урона, полученного в другие части корабля, увеличено до 60%	—	—	25.7	官方公告：https://blog.korabli.su/blog/618	adjustment	test		Korabli #618
Muavenet	Muavenet		欧洲	5	驱逐舰	Добавлены ББ-снаряды со следующими характеристиками: Максимальный урон — 2100	—	—	25.7	官方公告：https://blog.korabli.su/blog/615	adjustment	released		Korabli #615
Grom	Grom		欧洲	7	驱逐舰	Добавлены ББ-снаряды со следующими характеристиками: Максимальный урон — 2200	—	—	25.7	官方公告：https://blog.korabli.su/blog/615	adjustment	released		Korabli #615
Split	Split		欧洲	8	驱逐舰	Добавлены ББ-снаряды со следующими характеристиками: Максимальный урон — 2700	—	—	25.7	官方公告：https://blog.korabli.su/blog/615	adjustment	released		Korabli #615
Agano	Agano		日本	5	巡洋舰	Точность орудий ГК увеличена до уровня Zaō	—	—	25.7	官方公告：https://blog.korabli.su/blog/615	adjustment	released		Korabli #615
Agano	Agano		日本	5	巡洋舰	Время поворота башен ГК на 180 градусов	30	22,5 с	25.7	官方公告：https://blog.korabli.su/blog/615	buff	released		Korabli #615
Shimanto	Shimanto		日本	8	巡洋舰	Точность орудий ГК увеличена до уровня Zaō	—	—	25.7	官方公告：https://blog.korabli.su/blog/615	adjustment	released		Korabli #615
Shimanto	Shimanto		日本	8	巡洋舰	Максимальный урон ОФ-снаряда	2350	2500	25.7	官方公告：https://blog.korabli.su/blog/615	buff	released		Korabli #615
Yodo	Yodo		日本	10	巡洋舰	Точность орудий ГК увеличена до уровня Zaō	—	—	25.7	官方公告：https://blog.korabli.su/blog/615	adjustment	released		Korabli #615
Hawkins	Hawkins		英国	5	巡洋舰	Дальность стрельбы ГК при использовании базового модуля СУО	12,7	13,2 км	25.7	官方公告：https://blog.korabli.su/blog/615	buff	released		Korabli #615
Hawkins	Hawkins		英国	5	巡洋舰	Дальность стрельбы ГК при использовании исследуемого модуля СУО	14	14,5 км	25.7	官方公告：https://blog.korabli.su/blog/615	buff	released		Korabli #615
Hawkins	Hawkins		英国	5	巡洋舰	Изменены параметры набора скорости при разгоне: теперь они аналогичны ветке Minotaur	—	—	25.7	官方公告：https://blog.korabli.su/blog/615	adjustment	released		Korabli #615
Hawkins	Hawkins		英国	5	巡洋舰	Радиус циркуляции	640	710 м	25.7	官方公告：https://blog.korabli.su/blog/615	nerf	released		Korabli #615
Devonshire	Devonshire		英国	6	巡洋舰	Дальность стрельбы ГК при использовании базового модуля СУО	12,7	13,4 км	25.7	官方公告：https://blog.korabli.su/blog/615	buff	released		Korabli #615
Devonshire	Devonshire		英国	6	巡洋舰	Дальность стрельбы ГК при использовании исследуемого модуля СУО	14	14,7 км	25.7	官方公告：https://blog.korabli.su/blog/615	buff	released		Korabli #615
Devonshire	Devonshire		英国	6	巡洋舰	Изменены параметры набора скорости при разгоне: теперь они аналогичны ветке Minotaur	—	—	25.7	官方公告：https://blog.korabli.su/blog/615	adjustment	released		Korabli #615
Devonshire	Devonshire		英国	6	巡洋舰	Радиус циркуляции	710	790 м	25.7	官方公告：https://blog.korabli.su/blog/615	nerf	released		Korabli #615
Surrey	Surrey		英国	7	巡洋舰	Дальность стрельбы ГК при использовании базового модуля СУО	13,5	14 км	25.7	官方公告：https://blog.korabli.su/blog/615	buff	released		Korabli #615
Surrey	Surrey		英国	7	巡洋舰	Дальность стрельбы ГК при использовании исследуемого модуля СУО	14,8	15,3 км	25.7	官方公告：https://blog.korabli.su/blog/615	buff	released		Korabli #615
Surrey	Surrey		英国	7	巡洋舰	Изменены параметры набора скорости при разгоне: теперь они аналогичны ветке Minotaur	—	—	25.7	官方公告：https://blog.korabli.su/blog/615	adjustment	released		Korabli #615
Surrey	Surrey		英国	7	巡洋舰	Радиус циркуляции	660	730 м	25.7	官方公告：https://blog.korabli.su/blog/615	nerf	released		Korabli #615
Albemarle	Albemarle		英国	8	巡洋舰	Дальность стрельбы ГК при использовании базового модуля СУО	14,3	14,8 км	25.7	官方公告：https://blog.korabli.su/blog/615	buff	released		Korabli #615
Albemarle	Albemarle		英国	8	巡洋舰	Дальность стрельбы ГК при использовании исследуемого модуля СУО	15,7	16,2 км	25.7	官方公告：https://blog.korabli.su/blog/615	buff	released		Korabli #615
Albemarle	Albemarle		英国	8	巡洋舰	Время перезарядки орудий ГК	13	12,5 с	25.7	官方公告：https://blog.korabli.su/blog/615	buff	released		Korabli #615
Albemarle	Albemarle		英国	8	巡洋舰	Изменены параметры набора скорости при разгоне: теперь они аналогичны ветке Minotaur	—	—	25.7	官方公告：https://blog.korabli.su/blog/615	adjustment	released		Korabli #615
Albemarle	Albemarle		英国	8	巡洋舰	Радиус циркуляции	720	790	25.7	官方公告：https://blog.korabli.su/blog/615	nerf	released		Korabli #615
Drake	Drake		英国	9	巡洋舰	Дальность стрельбы ГК при использовании базового модуля СУО	14,5	15 км	25.7	官方公告：https://blog.korabli.su/blog/615	buff	released		Korabli #615
Drake	Drake		英国	9	巡洋舰	Дальность стрельбы ГК при использовании исследуемого модуля СУО	16	16,5 км	25.7	官方公告：https://blog.korabli.su/blog/615	buff	released		Korabli #615
Drake	Drake		英国	9	巡洋舰	Время перезарядки орудий ГК	16,5	15,5 с	25.7	官方公告：https://blog.korabli.su/blog/615	buff	released		Korabli #615
Drake	Drake		英国	9	巡洋舰	Толщина обшивки борта	27	30 мм	25.7	官方公告：https://blog.korabli.su/blog/615	adjustment	released		Korabli #615
Drake	Drake		英国	9	巡洋舰	Изменены параметры набора скорости при разгоне: теперь они аналогичны ветке Minotaur	—	—	25.7	官方公告：https://blog.korabli.su/blog/615	adjustment	released		Korabli #615
Drake	Drake		英国	9	巡洋舰	Радиус циркуляции	760	840 м	25.7	官方公告：https://blog.korabli.su/blog/615	nerf	released		Korabli #615
Goliath	Goliath		英国	10	巡洋舰	Дальность стрельбы ГК	16,8	17,3 км	25.7	官方公告：https://blog.korabli.su/blog/615	buff	released		Korabli #615
Goliath	Goliath		英国	10	巡洋舰	Время перезарядки орудий ГК	18,5	17,5 с	25.7	官方公告：https://blog.korabli.su/blog/615	buff	released		Korabli #615
Goliath	Goliath		英国	10	巡洋舰	Изменены параметры набора скорости при разгоне: теперь они аналогичны ветке Minotaur	—	—	25.7	官方公告：https://blog.korabli.su/blog/615	adjustment	released		Korabli #615
Goliath	Goliath		英国	10	巡洋舰	Радиус циркуляции	800	880 м	25.7	官方公告：https://blog.korabli.su/blog/615	nerf	released		Korabli #615
Resistance	Resistance		英国	9	巡洋舰	Толщина бронепояса борта	27	30 мм	25.7	官方公告：https://blog.korabli.su/blog/615	adjustment	released		Korabli #615
Duperr&eacute;	Duperr&eacute;		法国	9	驱逐舰	Время перезарядки орудий ГК	4,4	4,2 с;	25.6	官方公告：https://blog.korabli.su/blog/612	buff	test		Korabli #612
Duperr&eacute;	Duperr&eacute;		法国	9	驱逐舰	Увеличены углы пуска торпед: На 33 градуса в направлении носа;	—	—	25.6	官方公告：https://blog.korabli.su/blog/612	adjustment	test		Korabli #612
Forbin	Forbin		法国	9	驱逐舰	Изменены характеристики снаряжения «Форсаж»: Бонус к максимальной скорости	8	20%;	25.6	官方公告：https://blog.korabli.su/blog/612	buff	test		Korabli #612
Forbin	Forbin		法国	9	驱逐舰	Время работы	120	180 с;	25.6	官方公告：https://blog.korabli.su/blog/612	buff	test		Korabli #612
Forbin	Forbin		法国	9	驱逐舰	Время перезарядки	120	90 с	25.6	官方公告：https://blog.korabli.su/blog/612	buff	test		Korabli #612
Forbin	Forbin		法国	9	驱逐舰	Увеличены углы пуска торпед: На 33 градуса в направлении носа	—	—	25.6	官方公告：https://blog.korabli.su/blog/612	adjustment	test		Korabli #612
Robespierre	Robespierre		法国	11	驱逐舰	Дальность стрельбы орудий ГК	13,8	14 км;	25.6	官方公告：https://blog.korabli.su/blog/612	buff	test		Korabli #612
Robespierre	Robespierre		法国	11	驱逐舰	Заметность с кораблей	9,6	9,4 км	25.6	官方公告：https://blog.korabli.su/blog/612	buff	test		Korabli #612
Красное Знамя	Красное Знамя		苏联	10	战列舰	Максимальный урон ББ-снаряда	14500	13800 ед	25.6	官方公告：https://blog.korabli.su/blog/612	nerf	test		Korabli #612
Forbin	Forbin		法国	9	驱逐舰	Время перезарядки ТА	81	70 с	2025.05	官方公告：https://blog.korabli.su/blog/611	buff	test		Korabli #611
Forbin	Forbin		法国	9	驱逐舰	Время перезарядки снаряжения «Ускорение перезарядки торпед» уменьшено со 180 до 160 с	—	—	2025.05	官方公告：https://blog.korabli.su/blog/611	adjustment	test		Korabli #611
Robespierre	Robespierre		法国	11	驱逐舰	Заметность с кораблей	9,8	9,6 км	2025.05	官方公告：https://blog.korabli.su/blog/611	buff	test		Korabli #611
